Name,Category ID,Category Name,Latitude,Longitude,Distance,Popularity,Price,Rating,Distance_mean,Distance_min,Distance_max,Bike Spots Near,Popularity_mean,Popularity_min,Popularity_max
"HSL E3150 Matinkylä , Laituri 5",19043,Bus Stop,60.160252,24.738657,980,0.987672750036115,Not Listed,Not Rated,736.0,387,980,8,0.987672750036115,0.987672750036115,0.987672750036115
Ravintola Factory,13065,Restaurant,60.161868,24.738485,988,0.9930498707885907,Not Listed,Not Rated,578.75,59,988,8,0.9930498707885907,0.9930498707885907,0.9930498707885907
Kirjaston Lastenosasto,12080,Library,60.161868,24.738485,988,0.3033659170799826,Not Listed,Not Rated,610.0909090909091,59,988,11,0.3033659170799826,0.3033659170799826,0.3033659170799826
"HSL E3151 Matinkylä , Laituri 6",19043,Bus Stop,60.160287,24.738388,994,0.221986805990273,Not Listed,Not Rated,628.2,118,994,10,0.22198680599027304,0.221986805990273,0.221986805990273
McGary's Wing Bar,13065,Restaurant,60.159975,24.738432,995,0.6737007866766944,Not Listed,Not Rated,655.5833333333334,105,995,12,0.6737007866766943,0.6737007866766944,0.6737007866766944
Hot Mama Oy,13032,"Cafe, Coffee, and Tea House",60.168785,24.760378,883,,Not Listed,Not Rated,717.75,272,925,4,,,
Rekan,13065,Restaurant,60.157987,24.740977,915,,Not Listed,Not Rated,773.5,632,915,2,,,
Thaitulip Oy,13065,Restaurant,60.162559,24.739444,945,,Not Listed,Not Rated,945.0,945,945,1,,,
Saresta Oy,13065,Restaurant,60.161957,24.739053,958,,Not Listed,Not Rated,958.0,958,958,1,,,
Makaronitehdas Iso Omena,13065,Restaurant,60.160578,24.738823,968,,Not Listed,Not Rated,948.5,929,968,2,,,
Hammasanestesia ICE Oy,15007,Dentist,60.152302,24.757068,978,,Not Listed,Not Rated,750.0,214,979,6,,,
HSL E2332 Hanasaari,19043,Bus Stop,60.165826,24.84232,111,0.9534299825009634,Not Listed,Not Rated,648.5,111,989,4,0.9534299825009634,0.9534299825009634,0.9534299825009634
HSL E2205 Hanasaari,19043,Bus Stop,60.166479,24.841861,114,0.020288598898894,Not Listed,Not Rated,534.3333333333334,114,812,3,0.020288598898894,0.020288598898894,0.020288598898894
Sushi art,13276,Sushi Restaurant,60.166138,24.84476,249,0.2151509231170123,Affordable,Not Rated,649.0,249,857,4,0.2151509231170123,0.2151509231170123,0.2151509231170123
Hanaholmen Restaurant & Wine Bar,13354,Theme Restaurant,60.163796,24.835994,325,0.9348100409640606,Not Listed,Not Rated,490.0,325,655,2,0.9348100409640606,0.9348100409640606,0.9348100409640606
Restaurant PLATS,13336,Scandinavian Restaurant,60.163838,24.835829,329,0.9372368399854648,Affordable,Not Rated,488.0,329,647,2,0.9372368399854648,0.9372368399854648,0.9372368399854648
Hanasaari Bar,13013,Hotel Bar,60.163686,24.835903,338,0.9620730438376056,Expensive,Not Rated,501.0,338,664,2,0.9620730438376056,0.9620730438376056,0.9620730438376056
Min Krog NJK,13065,Restaurant,60.162847,24.848325,551,0.9673558127505496,Not Listed,Not Rated,646.25,385,934,4,0.9673558127505496,0.9673558127505496,0.9673558127505496
Blägä,13031,Burger Joint,60.169025,24.83153,602,0.5874544549846712,Most Affordable,Not Rated,447.6666666666667,41,700,3,0.5874544549846712,0.5874544549846712,0.5874544549846712
HSL E2310 Karhusaari,19043,Bus Stop,60.16836,24.826021,839,0.8474021283767516,Not Listed,Not Rated,630.6666666666666,276,839,3,0.8474021283767516,0.8474021283767516,0.8474021283767516
ChopChop Bar,13049,Diner,60.170566,24.82852,839,0.1459045601194202,Most Affordable,Not Rated,519.6666666666666,205,839,3,0.1459045601194202,0.1459045601194202,0.1459045601194202
HSL E2301 Karhusaari,19043,Bus Stop,60.168734,24.826129,848,0.9461324858348984,Not Listed,Not Rated,614.6666666666666,261,848,3,0.9461324858348984,0.9461324858348984,0.9461324858348984
Keilaranta FG Restaurant,13049,Diner,60.171365,24.827882,923,0.9650406895555448,Most Affordable,Not Rated,610.5,298,923,2,0.9650406895555448,0.9650406895555448,0.9650406895555448
Keilasatama,13065,Restaurant,60.172858,24.829897,972,0.9937561194844384,Not Listed,Not Rated,684.0,264,972,6,0.9937561194844383,0.9937561194844384,0.9937561194844384
HSL 1038 Koivusaarentie,19043,Bus Stop,60.164942,24.858183,993,0.917650006465796,Not Listed,Not Rated,540.5,122,993,4,0.917650006465796,0.917650006465796,0.917650006465796
Momotoko,13272,Ramen Restaurant,60.161683,24.737244,517,0.9797595544212774,Not Listed,7.0,612.4545454545455,102,994,11,0.9797595544212773,0.9797595544212774,0.9797595544212774
Hanko Sushi,13276,Sushi Restaurant,60.161599,24.737573,499,0.9526492351647646,Affordable,6.7,574.3,100,904,10,0.9526492351647647,0.9526492351647646,0.9526492351647646
Orient Express,13356,Turkish Restaurant,60.16044,24.738314,475,0.9975120784578096,Affordable,6.7,690.0,130,997,14,0.9975120784578096,0.9975120784578096,0.9975120784578096
Curry Leaf,13072,Asian Restaurant,60.166411,24.734053,875,0.96059453299305,Affordable,6.4,680.7142857142857,117,969,13,0.96059453299305,0.96059453299305,0.96059453299305
Decanter Wine Bar & Shop,13025,Wine Bar,60.162167,24.738232,466,0.1142517776600696,Affordable,6.2,569.2,27,933,10,0.1142517776600696,0.1142517776600696,0.1142517776600696
O'Learys Iso Omena,13068,American Restaurant,60.159698,24.738207,509,0.9981220205133144,Affordable,6.0,640.0833333333334,116,991,12,0.9981220205133144,0.9981220205133144,0.9981220205133144
Puosun Grilli,13145,Fast Food Restaurant,60.162199,24.739547,395,0.9716055922055826,Most Affordable,6.0,655.7142857142857,67,970,7,0.9716055922055826,0.9716055922055826,0.9716055922055826
Sports Academy Iso Omena,13022,Sports Bar,60.162917,24.737653,515,0.9913163512624196,Most Affordable,6.0,613.0,70,976,10,0.9913163512624196,0.9913163512624196,0.9913163512624196
Burger King,13145,Fast Food Restaurant,60.161599,24.737573,499,0.9561804786440024,Most Affordable,5.7,611.0,100,995,10,0.9561804786440022,0.9561804786440024,0.9561804786440024
Rosso,13236,Italian Restaurant,60.161599,24.737573,499,0.99279305308101,Affordable,5.1,612.5454545454545,100,995,11,0.9927930530810101,0.99279305308101,0.99279305308101
HSL E3125 Matinniitty,19043,Bus Stop,60.159615,24.748349,240,0.9541098858766311,Not Listed,Not Rated,493.8333333333333,240,903,6,0.9541098858766311,0.9541098858766311,0.9541098858766311
HSL E3124 Matinniitty,19043,Bus Stop,60.159343,24.745749,255,0.2417457183672814,Not Listed,Not Rated,495.25,255,822,8,0.2417457183672814,0.2417457183672814,0.2417457183672814
Mattliden Student Lounge,13016,Lounge,60.163389,24.750728,302,0.4882746665382578,Expensive,Not Rated,681.3333333333334,302,949,3,0.4882746665382578,0.4882746665382578,0.4882746665382578
The library,12031,College Library,60.163848,24.750506,330,0.1423733166401823,Not Listed,Not Rated,539.0,330,845,3,0.1423733166401823,0.1423733166401823,0.1423733166401823
Ravintola Kosi,13218,North Indian Restaurant,60.161115,24.740648,333,0.97736793951943,Not Listed,Not Rated,611.3636363636364,147,980,11,0.97736793951943,0.97736793951943,0.97736793951943
HSL E3126 Nelikko,19043,Bus Stop,60.162003,24.740577,336,0.9631627100688592,Not Listed,Not Rated,578.8,128,914,10,0.9631627100688591,0.9631627100688592,0.9631627100688592
Hammaslääkäri Merikallio Minna,15007,Dentist,60.161469,24.74044,340,0.5127205020786183,Not Listed,Not Rated,564.2222222222222,153,880,9,0.5127205020786183,0.5127205020786183,0.5127205020786183
O'Plaza restaurant,13065,Restaurant,60.163588,24.74157,355,0.9828253158055248,Not Listed,Not Rated,492.57142857142856,219,860,7,0.9828253158055248,0.9828253158055248,0.9828253158055248
Mediateket,12031,College Library,60.163895,24.751238,361,0.0961461292756135,Not Listed,Not Rated,642.2,361,928,5,0.0961461292756135,0.0961461292756135,0.0961461292756135
HSL E3159 Matinkylä,19043,Bus Stop,60.160665,24.740183,369,0.9836920755686104,Not Listed,Not Rated,611.6363636363636,96,931,11,0.9836920755686104,0.9836920755686104,0.9836920755686104
HSL E3158 Matinkylä,19043,Bus Stop,60.160714,24.740123,371,0.9977046917384954,Not Listed,Not Rated,612.4545454545455,102,936,11,0.9977046917384954,0.9977046917384954,0.9977046917384954
"HSL E3146 Matinkylä , Laituri 1",19043,Bus Stop,60.160375,24.739748,402,0.4219354424487568,Not Listed,Not Rated,643.3333333333334,70,947,12,0.42193544244875686,0.4219354424487568,0.4219354424487568
Capella Bistro,13003,Bar,60.162559,24.739444,409,0.9884913564790292,Affordable,Not Rated,592.8,60,998,10,0.9884913564790292,0.9884913564790292,0.9884913564790292
Picnic,13334,Sandwich Spot,60.161749,24.739082,416,0.3930113481324537,Most Affordable,Not Rated,640.0,81,984,12,0.3930113481324537,0.3930113481324537,0.3930113481324537
"HSL E3147 Matinkylä , Laituri 2",19043,Bus Stop,60.160147,24.739463,426,0.076900852313767,Not Listed,Not Rated,626.7272727272727,60,936,11,0.076900852313767,0.076900852313767,0.076900852313767
"HSL E3149 Matinkylä , Laituri 4",19043,Bus Stop,60.160147,24.739463,426,0.6630872698672573,Not Listed,Not Rated,586.2222222222222,60,936,9,0.6630872698672573,0.6630872698672573,0.6630872698672573
Luckiefun's,13276,Sushi Restaurant,60.160494,24.739151,429,0.9977207428452192,Affordable,Not Rated,625.3,99,950,10,0.997720742845219,0.9977207428452192,0.9977207428452192
Leili Pub,13018,Pub,60.16014,24.739359,432,0.995890916678705,Most Affordable,Not Rated,627.5454545454545,64,942,10,0.9958909166787051,0.995890916678705,0.995890916678705
Pizza Hut Matinkylä,13064,Pizzeria,60.162581,24.738966,435,0.9883308454117912,Most Affordable,Not Rated,565.6666666666666,37,972,9,0.9883308454117912,0.9883308454117912,0.9883308454117912
HSL E3111 Piispanaukio,19043,Bus Stop,60.162581,24.738966,435,0.7160880242692733,Not Listed,Not Rated,565.6666666666666,37,972,9,0.7160880242692733,0.7160880242692733,0.7160880242692733
HSL E3110 Piispanaukio,19043,Bus Stop,60.162685,24.738952,439,0.9987480136755428,Not Listed,Not Rated,554.875,43,975,8,0.9987480136755428,0.9987480136755428,0.9987480136755428
Kung Food Panda,13099,Chinese Restaurant,60.160425,24.738897,445,0.9478660053610696,Most Affordable,Not Rated,654.25,104,965,12,0.9478660053610696,0.9478660053610696,0.9478660053610696
Ravintola Factory,13065,Restaurant,60.161868,24.738485,449,0.9930498707885907,Not Listed,Not Rated,578.75,59,988,8,0.9930498707885907,0.9930498707885907,0.9930498707885907
Kirjaston Lastenosasto,12080,Library,60.161868,24.738485,449,0.3033659170799826,Not Listed,Not Rated,610.0909090909091,59,988,11,0.3033659170799826,0.3033659170799826,0.3033659170799826
McGary’s,13388,Wings Joint,60.159856,24.739029,461,0.6814176337458467,Most Affordable,Not Rated,605.2,70,964,10,0.6814176337458467,0.6814176337458467,0.6814176337458467
"HSL E3150 Matinkylä , Laituri 5",19043,Bus Stop,60.160252,24.738657,464,0.987672750036115,Not Listed,Not Rated,736.0,387,980,8,0.987672750036115,0.987672750036115,0.987672750036115
Vox - Ison Omenan Kirjaston Nuortentila,12080,Library,60.162056,24.738142,470,0.2274762844898155,Not Listed,Not Rated,618.3333333333334,470,801,3,0.2274762844898155,0.2274762844898155,0.2274762844898155
HSL E3105 Anjankuja,19043,Bus Stop,60.157964,24.742247,470,0.3993996886085295,Not Listed,Not Rated,527.75,230,867,8,0.3993996886085295,0.3993996886085295,0.3993996886085295
"HSL E3151 Matinkylä , Laituri 6",19043,Bus Stop,60.160287,24.738388,476,0.221986805990273,Not Listed,Not Rated,628.2,118,994,10,0.22198680599027304,0.221986805990273,0.221986805990273
Deliberi,13065,Restaurant,60.161405,24.737811,486,0.9995345179050096,Not Listed,Not Rated,613.9090909090909,115,990,11,0.9995345179050097,0.9995345179050096,0.9995345179050096
McGary's Wing Bar,13065,Restaurant,60.159975,24.738432,486,0.6737007866766944,Not Listed,Not Rated,655.5833333333334,105,995,12,0.6737007866766943,0.6737007866766944,0.6737007866766944
Rax Pizzabuffet,13030,Buffet,60.161529,24.737713,491,0.0289240943163031,Not Listed,Not Rated,574.7,103,912,10,0.0289240943163031,0.0289240943163031,0.0289240943163031
HSL E3132 Iirislahti,19043,Bus Stop,60.16096,24.755393,491,0.9579942537037928,Not Listed,Not Rated,579.3333333333334,52,866,6,0.9579942537037928,0.9579942537037928,0.9579942537037928
Kainan,13146,Filipino Restaurant,60.162563,24.737861,494,0.2075247588321215,Affordable,Not Rated,539.1111111111111,34,910,9,0.2075247588321215,0.2075247588321215,0.2075247588321215
Champagne Bar,13025,Wine Bar,60.161135,24.73769,495,0.1752299321038185,Affordable,Not Rated,644.4166666666666,145,979,12,0.17522993210381851,0.1752299321038185,0.1752299321038185
Pretty Boy Wingery,13065,Restaurant,60.161135,24.73769,495,0.9905458981396768,Not Listed,Not Rated,644.4166666666666,145,979,12,0.9905458981396768,0.9905458981396768,0.9905458981396768
Hammas Mehiläinen Hammaslääkärit Espoo Iso Omena,15007,Dentist,60.161599,24.737573,499,0.9841736087703248,Not Listed,Not Rated,527.4285714285714,100,823,7,0.9841736087703248,0.9841736087703248,0.9841736087703248
Mr. Döner,13288,Kebab Restaurant,60.162556,24.737756,500,0.8562141859681225,Not Listed,Not Rated,539.1111111111111,39,904,9,0.8562141859681225,0.8562141859681225,0.8562141859681225
Ison Omenan Hammaslääkärit,15007,Dentist,60.162826,24.737877,501,0.2227733102197396,Not Listed,Not Rated,431.0,361,501,2,0.2227733102197396,0.2227733102197396,0.2227733102197396
HSL E3117 Piispansilta,19043,Bus Stop,60.162923,24.737758,510,0.9943179082197716,Not Listed,Not Rated,575.1111111111111,68,980,9,0.9943179082197715,0.9943179082197716,0.9943179082197716
Lucy in the Sky,13072,Asian Restaurant,60.175339,24.830932,693,0.9920065488515432,Affordable,7.7,550.0,107,835,6,0.9920065488515432,0.9920065488515432,0.9920065488515432
Ravintola Keilalahden Ranta,13030,Buffet,60.176478,24.833154,830,0.4024493988860532,Affordable,4.9,610.8333333333334,269,950,6,0.4024493988860532,0.4024493988860532,0.4024493988860532
Blägä,13031,Burger Joint,60.169025,24.83153,41,0.5874544549846712,Most Affordable,Not Rated,447.6666666666667,41,700,3,0.5874544549846712,0.5874544549846712,0.5874544549846712
ChopChop Bar,13049,Diner,60.170566,24.82852,205,0.1459045601194202,Most Affordable,Not Rated,519.6666666666666,205,839,3,0.1459045601194202,0.1459045601194202,0.1459045601194202
HSL E2301 Karhusaari,19043,Bus Stop,60.168734,24.826129,261,0.9461324858348984,Not Listed,Not Rated,614.6666666666666,261,848,3,0.9461324858348984,0.9461324858348984,0.9461324858348984
HSL E2310 Karhusaari,19043,Bus Stop,60.16836,24.826021,276,0.8474021283767516,Not Listed,Not Rated,630.6666666666666,276,839,3,0.8474021283767516,0.8474021283767516,0.8474021283767516
Keilaranta FG Restaurant,13049,Diner,60.171365,24.827882,298,0.9650406895555448,Most Affordable,Not Rated,610.5,298,923,2,0.9650406895555448,0.9650406895555448,0.9650406895555448
HSL E2037 Karhusaarensolmu,19043,Bus Stop,60.169912,24.824013,385,0.4376173737179178,Not Listed,Not Rated,385.0,385,385,1,0.4376173737179178,0.4376173737179178,0.4376173737179178
HSL E2036 Karhusaarensolmu,19043,Bus Stop,60.169885,24.823594,407,0.789586041957593,Not Listed,Not Rated,534.0,407,661,2,0.789586041957593,0.789586041957593,0.789586041957593
Hsl E2022,19043,Bus Stop,60.17082,24.824259,408,0.0641241713616153,Not Listed,Not Rated,480.0,408,552,2,0.0641241713616153,0.0641241713616153,0.0641241713616153
Keilasatama,13065,Restaurant,60.172858,24.829897,420,0.9937561194844384,Not Listed,Not Rated,684.0,264,972,6,0.9937561194844383,0.9937561194844384,0.9937561194844384
Date With Dylan,13065,Restaurant,60.174043,24.830369,549,0.799232757098602,Not Listed,Not Rated,608.3333333333334,149,884,6,0.799232757098602,0.799232757098602,0.799232757098602
HSL E2024 Keilaniemi,19043,Bus Stop,60.173748,24.826553,567,0.9691658239835635,Not Listed,Not Rated,565.5,210,752,4,0.9691658239835635,0.9691658239835635,0.9691658239835635
Haiku Sushi Keilaniemi,13276,Sushi Restaurant,60.174559,24.8294,611,0.1656153191762572,Affordable,Not Rated,417.0,74,611,3,0.1656153191762572,0.1656153191762572,0.1656153191762572
Ravintola Malacca,13299,Malay Restaurant,60.174614,24.829446,617,0.9907545625270864,Affordable,Not Rated,566.3333333333334,69,805,6,0.9907545625270865,0.9907545625270864,0.9907545625270864
Sri Ravintola,13199,Indian Restaurant,60.174608,24.829341,617,0.9755862666730872,Affordable,Not Rated,566.3333333333334,68,801,6,0.9755862666730873,0.9755862666730872,0.9755862666730872
Restaurant PLATS,13336,Scandinavian Restaurant,60.163838,24.835829,647,0.9372368399854648,Affordable,Not Rated,488.0,329,647,2,0.9372368399854648,0.9372368399854648,0.9372368399854648
HSL E2033 Keilaniemi,19043,Bus Stop,60.174953,24.829822,652,0.3859328100672541,Not Listed,Not Rated,550.5,53,802,6,0.3859328100672541,0.3859328100672541,0.3859328100672541
Hanaholmen Restaurant & Wine Bar,13354,Theme Restaurant,60.163796,24.835994,655,0.9348100409640606,Not Listed,Not Rated,490.0,325,655,2,0.9348100409640606,0.9348100409640606,0.9348100409640606
Hanasaari Bar,13013,Hotel Bar,60.163686,24.835903,664,0.9620730438376056,Expensive,Not Rated,501.0,338,664,2,0.9620730438376056,0.9620730438376056,0.9620730438376056
Dylan & Friends Keilaniemi,13065,Restaurant,60.175075,24.830915,664,0.9610279128745928,Not Listed,Not Rated,560.5,106,848,6,0.9610279128745928,0.9610279128745928,0.9610279128745928
HSL E2205 Hanasaari,19043,Bus Stop,60.166479,24.841861,677,0.020288598898894,Not Listed,Not Rated,534.3333333333334,114,812,3,0.020288598898894,0.020288598898894,0.020288598898894
HSL E2023 Keilaniemi,19043,Bus Stop,60.175042,24.827908,679,0.1447007271151346,Not Listed,Not Rated,679.0,679,679,1,0.1447007271151346,0.1447007271151346,0.1447007271151346
HSL E2332 Hanasaari,19043,Bus Stop,60.165826,24.84232,733,0.9534299825009634,Not Listed,Not Rated,648.5,111,989,4,0.9534299825009634,0.9534299825009634,0.9534299825009634
HSL E2032 Keilasatama,19043,Bus Stop,60.175877,24.829485,756,0.5833774738768238,Not Listed,Not Rated,473.2,79,756,5,0.5833774738768238,0.5833774738768238,0.5833774738768238
Ravintola,13065,Restaurant,60.175921,24.831011,758,0.658833726585448,Not Listed,Not Rated,758.0,758,758,1,0.658833726585448,0.658833726585448,0.658833726585448
"Kiinteistömaailma Espoo SeaSide, Keilaranta 1",11021,Business Center,60.175921,24.831011,758,0.9921831110255052,Not Listed,Not Rated,435.25,137,758,4,0.9921831110255052,0.9921831110255052,0.9921831110255052
Kitchen 1649,13336,Scandinavian Restaurant,60.176196,24.829547,791,0.9905619492464004,Affordable,Not Rated,511.5,114,791,6,0.9905619492464005,0.9905619492464004,0.9905619492464004
Curry Palace,13199,Indian Restaurant,60.176429,24.833213,825,0.9853132373477153,Affordable,Not Rated,617.1428571428571,269,954,7,0.9853132373477153,0.9853132373477153,0.9853132373477153
Ravintola Keilalahti,13065,Restaurant,60.176436,24.833318,826,0.3743278599059405,Not Listed,Not Rated,826.0,826,826,1,0.3743278599059405,0.3743278599059405,0.3743278599059405
